Car_ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Owner_Type,Accident_History,Insurance_Status,Service_History,City,Color,Condition,Seller_Type,Original_Price_Lakh,Resale_Price_Lakh
CAR14153,Skoda,Slavia,2018,60832,Diesel,CVT,1597,First,0,NA,Complete,Nashik,Silver,Good,Dealer,11.54 L,4.46
CAR14154,Volkswagen,Taigun,2013,20542,CNG,Manual,998,First,0,Comprehensive,Complete,Jaipur,Grey,Fair,Individual,10.97,2.68
CAR14155,Nissan,Kicks,2015,36345,Petrol,Manual,2393,Fourth,2,Comprehensive,Complete,Mumbai,Blue,Fair,Dealer,8.89,1.87
CAR14156,Kia,Seltos,2021,46750,Petrol,NA,799,First,0,Comprehensive,Complete,Delhi,Grey,Good,Individual,10.64,5.95
CAR14157,Volkswagen,Taigun,2021,61660,Petrol,Manual,2393,Second,2,Comprehensive,Complete,Mumbai,Red,Good,Dealer,11.92,5.02
CAR14158,Ford,Figo,2017,44172,CNG,Manual,2393,First,0,Third Party,Complete,Nashik,Silver,Excellent,Individual,6.35,2.87
CAR14159,Volkswagen,NA,2014,31087,Diesel,Manual,1199,Second,0,Comprehensive,Complete,Jaipur,Black,Excellent,Dealer,10.09,2.58
CAR14160,Ford,EcoSport,2020,35723,Petrol,DCT,2393,Second,1,Third Party,Partial,Hyderabad,Grey,Good,Individual,10.67,5.0
CAR14161,Volkswagen,Vento,2024,106901,Petrol,CVT,1995,Second,NA,Third Party,Partial,Jaipur,Blue,Good,Dealer,11.35,6.64
CAR14162,Skoda,Rapid,2015,62926,Diesel,NA,1498,First,0,Comprehensive,Complete,Chennai,NA,NA,Individual,9.91,3.46
CAR14163,Tata,Safari,2021,77016,CNG,Automatic,998,Second,1,Comprehensive,Partial,Chennai,White,Fair,Dealer,11.04,4.34
CAR14164,Skoda,Slavia,2024,33547,Diesel,CVT,1497,First,1,Comprehensive,Complete,Kolkata,Black,Good,Individual,10.42,8.57
CAR14165,Toyota,Fortuner,2013,10834,Petrol,Automatic,2179,First,0,Third Party,Complete,Jaipur,Silver,Fair,Individual,15.23,3.71
CAR14166,Renault,Kiger,2017,41248,Diesel,Manual,1498,First,0,Third Party,Complete,Hyderabad,White,Fair,Individual,9.77,3.61
CAR14167,Renault,Kwid,2012,34148,Diesel,Automatic,1498,Fourth,0,Third Party,Complete,Aurangabad,Grey,Good,Individual,5.77,1.0
CAR14168,Honda,Amaze,2017,66638,Petrol,CVT,1597,Second,1,Comprehensive,Missing,Bengaluru,Grey,Good,Dealer,11.31,4.03
CAR14169,Nissan,Kicks,2024,220000,Diesel,NA,2755,First,0,Comprehensive,Complete,Pune,White,Poor,Individual,10.06,4.36
CAR14170,Skoda,Rapid,2023,80614,Petrol,Manual,1497,Second,0,Third Party,Missing,Chennai,Silver,Good,Individual,10.04,5.74
CAR14171,Skoda,Kushaq,2021,220000,Petrol,Manual,1197,First,0,Third Party,Complete,Pune,Grey,Good,Individual,10.62,3.99
CAR14172,Maruti,Dzire,2012,NA,Electric,Manual,1197,Third,1,Third Party,Complete,Mumbai,Blue,Good,Individual,9.62,2.43
CAR14173,Maruti,WagonR,2025,38896,Electric,Manual,1497,First,0,Comprehensive,Complete,Aurangabad,Silver,Good,Individual,6.17,6.05
CAR14174,Honda,NA,2019,66598,Petrol,Manual,1199,First,1,Expired,NA,Ahmedabad,Grey,Good,Individual,10.23,4.68
CAR14175,Mahindra,Scorpio,2016,146450,Petrol,DCT,1497,First,0,Comprehensive,Partial,Hyderabad,Red,Good,Dealer,10.22,2.72
CAR14176,Renault,Kiger,2017,NA,Diesel,CVT,2179,Second,0,Comprehensive,Complete,Nagpur,Blue,Good,Individual,NA,3.18
CAR14177,Mahindra,Thar,2013,40080,Petrol,DCT,1497,First,0,Comprehensive,Complete,Bengaluru,Brown,Good,Individual,10.78,3.07
CAR14178,Nissan,NA,2013,63217,Petrol,Manual,1199,NA,0,Comprehensive,Complete,Chennai,Grey,Excellent,Dealer,8.74,2.25
CAR14179,Ford,Aspire,2023,25059,Petrol,Manual,1199,SECOND,1,Third Party,Complete,Jaipur,Brown,Good,Individual,8.08,5.74
CAR14180,FORD,EcoSport,2020,86565,Diesel,Manual,799,First,1,Comprehensive,Complete,Hyderabad,NA,Good,Individual,8.86,3.92
CAR14181,Hyundai,Verna,2014,129240,Petrol,CVT,2393,First,2,Comprehensive,Partial,Bengaluru,Red,Good,Individual,11.06,2.95
CAR14182,Volkswagen,Polo,2017,56217,Diesel,Manual,1199,Second,0,Comprehensive,NA,Pune,Brown,Fair,Individual,11.09,4.17
CAR14183,Maruti,Ciaz,2021,38102,Petrol,NA,1199,Third,0,Comprehensive,Complete,Nashik,Blue,Good,Individual,8.82,4.56
CAR14184,Hyundai,Grand i10,2016,67k,CNG,NA,NA,Second,0,Expired,Complete,Delhi,Blue,Fair,Dealer,10.81,2.54
CAR14185,Toyota,Innova,2025,69195,Electric,Manual,2755,First,NA,Third Party,Complete,Chennai,Black,Good,Dealer,15.4,14.0
CAR14186,Honda,WR-V,2023,57510,DIESEL,Manual,1199,First,0,Comprehensive,Complete,Ahmedabad,Brown,Good,Individual,12.76,9.33
CAR14187,Honda,Amaze,2015,60680,NA,Automatic,1597,Second,0,Comprehensive,Complete,Pune,Red,Good,Dealer,10.5,3.15
CAR14188,Ford,EcoSport,2021,49985,Petrol,Manual,NA,First,0,Third Party,Missing,Delhi,Blue,Fair,Dealer,9.22,3.95
CAR14189,Skoda,NA,2013,95117,Diesel,Manual,NA,First,0,Third Party,Partial,Hyderabad,Black,Good,Dealer,11.28,2.47
CAR14190,Renault,Duster,2019,82455,Electric,Manual,998,First,NA,Third Party,Complete,Ahmedabad,Grey,Good,Dealer,NA,4.55
CAR14191,Mahindra,Thar,2021,32028,Petrol,Automatic,2755,Second,0,Comprehensive,Complete,Delhi,Black,Good,Individual,11.66,6.67
CAR14192,Maruti,Dzire,2018,31547,Petrol,Manual,1995,First,0,Third Party,NA,Aurangabad,White,Good,Dealer,10.13,4.3
CAR14193,Hyundai,Verna,2022,47819,Petrol,DCT,799,Third,0,Comprehensive,Missing,Aurangabad,White,Poor,Individual,NA,4.03
CAR14194,Mahindra,XUV500,2013,82483,Petrol,Manual,2393,First,NA,Comprehensive,Partial,Chennai,White,Good,Dealer,11.43,2.48
CAR14195,Skoda,Rapid,2017,59666,Petrol,Manual,1197,Second,1,Comprehensive,Complete,Kolkata,Red,Good,Dealer,10.28,3.78
CAR14196,Hyundai,Creta,2025,NA,Electric,Automatic,1995,First,0,Third Party,Complete,Mumbai,White,Excellent,Individual,11.09,12.25
CAR14197,Volkswagen,Polo,2019,63508,Petrol,Manual,2393,First,2,Comprehensive,Complete,Delhi,Silver,Poor,Individual,12.35,3.53
CAR14198,Toyota,Glanza,2018,45850,Diesel,AMT,1995,NA,0,NA,Complete,Pune,White,Good,Individual,13.58,5.69
CAR14199,Toyota,Urban Cruiser,2012,89264,Electric,DCT,2755,Second,1,Comprehensive,Complete,Aurangabad,Grey,Good,Dealer,14.78,3.0
CAR14200,Mahindra,Thar,2016,66056,Petrol,CVT,1497,First,0,Comprehensive,Complete,Bengaluru,Blue,Good,Individual,9.39,3.59
CAR14201,Mahindra,Bolero,2013,46243,Cng,Manual,1497 cc,First,0,Third Party,Partial,Ahmedabad,Brown,Fair,Individual,9.77,1.86
CAR14202,Mahindra,NA,2017,62468,Petrol,Manual,1995,Third,0,Comprehensive,Complete,Nashik,White,Good,Dealer,10.17,3.42
CAR14203,Hyundai,Venue,2018,113364,Electric,CVT,2393,First,0,Third Party,Complete,Nashik,Black,Good,Dealer,10.18,4.15
CAR14204,Volkswagen,Taigun,2025,40206,Petrol,Manual,1497,Fourth,0,Third Party,NA,Aurangabad,NA,Good,Individual,NA,8.37
CAR14205,Tata,Punch,2025,68634,Electric,NA,2179,Second,0,Comprehensive,Complete,Nashik,Grey,Fair,Dealer,10.97,8.14
CAR14206,Mahindra,XUV500,2018,52909,Petrol,DCT,799,Second,1,Comprehensive,Partial,Nagpur,NA,Good,Individual,10.05,3.51
CAR14207,Renault,Duster,2014,69558,Petrol,NA,1497,First,1,Expired,Complete,Ahmedabad,Blue,Excellent,Dealer,8.99,2.91
CAR14208,Nissan,Kicks,2018,38371,Petrol,Manual,1197,First,0,Comprehensive,Partial,Chennai,Black,Good,Individual,9.58,3.94
CAR14209,Skoda,Kushaq,2016,58440,Petrol,Automatic,NA,First,0,Third Party,Complete,Mumbai,Grey,Good,Individual,10.35,4.13
CAR14210,Nissan,Magnite,2019,101153,Petrol,Manual,998,First,0,Expired,Partial,Bengaluru,Grey,Excellent,Individual,7.6,3.17
CAR14211,Maruti,Dzire,2023,32850,Electric,Automatic,1197,First,0,Comprehensive,Complete,Mumbai,Silver,Good,Dealer,8.12,7.15
CAR14212,Maruti,Ciaz,2019,26473,Petrol,Manual,1597,FIRST,0,Comprehensive,Complete,Aurangabad,Red,Good,Individual,9.17,4.86
CAR14213,Skoda,Rapid,2018,27032,Diesel,Manual,1995,First,0,Comprehensive,Complete,Nagpur,Black,NA,Dealer,10.97,4.57
CAR14214,Hyundai,i20,2017,28889,Petrol,Automatic,1995 cc,First,0,Comprehensive,Complete,Aurangabad,White,Excellent,Individual,11.55,5.11
CAR14215,Skoda,Slavia,2013,76306,CNG,Automatic,2755,First,1,Third Party,NA,Hyderabad,Grey,Good, Individual ,11.53,2.68
CAR14216,Nissan,Kicks,2017,25383,Diesel,AMT,1995,Second,NA,Comprehensive,Partial,Hyderabad,Grey,Good,Individual,9.08,3.56
CAR14217,Nissan,Magnite,2024,46688,Electric,CVT,NA,Second,1,Comprehensive,Complete,Chennai,Red,Good,Individual,NA,6.44
CAR14218,Mahindra,XUV700,2023,77276,Petrol,Manual,2755,Third,2,NA,Partial,Nashik,Blue,Good,Individual,10.04,5.58
CAR14219,Ford,NA,2022,69165,Petrol,AMT,1597,NA,2,NA,NA,Pune,White,Good,Individual,6.21,3.5
CAR14220,Honda,WR-V,2020,44490,Petrol,Manual,998,Second,1,Third Party,Complete,Hyderabad,Silver,Excellent,Individual,10.34,5.12
CAR14221,Tata,Nexon,2013,61089,Diesel,Automatic,2755,Second,1,Third Party,Complete,Hyderabad,Brown,Good,Individual,11.96,2.95
CAR14222,Nissan,Magnite,2012,58338,Diesel,cvt,2393,Second,0,Comprehensive,NA,Chennai,Silver,Fair,Individual,8.96,1.66
CAR14223,Renault,Duster,2022,48618,CNG,Manual,1199,First,0,Comprehensive,Complete,Ahmedabad,Black,Excellent,Individual,8.51,6.81
CAR14224,Skoda,Kushaq,2024,48978,Petrol,Automatic,1497,Second,0,Third Party,Missing,Delhi,Red,Fair,Individual,10.38,6.95
CAR14225,Volkswagen,Vento,2016,188070,Diesel,Automatic,799,First,1,Comprehensive,Complete,Pune,Blue,Good,Individual,10.64,3.71
CAR14226,Ford,Aspire,2022,85837,Electric,AMT,1199,First,0,Comprehensive,Complete,HYDERABAD,Blue,Fair,Dealer,9.79,5.07
CAR14227,Nissan,Kicks,2017,215226,Petrol,Automatic,NA,First,2,Comprehensive,Complete,Delhi,Red,Good,Individual,7.55,1.77
CAR14228,Skoda,Slavia,2014,41846,Petrol,AMT,2179,First,0,Comprehensive,Complete,Bengaluru,Brown,Fair,Dealer,12.05,2.72
CAR14229,Toyota,Urban Cruiser,2019,52488,Diesel,Manual,2179,Second,0,Comprehensive,Complete,Kolkata,NA,Excellent,Dealer,14.83,7.64
CAR14230,Ford,EcoSport,2018,26434,Petrol,Automatic,2755,Second,0,Third Party,NA,Bengaluru,Grey,Poor,Individual,10.11,3.57
CAR14231,Hyundai,i20,2013,NA,Diesel,Automatic,2393,Second,0,Comprehensive,Complete,Chennai,Grey,NA,Individual,10.05,2.52
CAR14232,Tata,Tiago,2023,156551,Diesel,MANUAL,799,First,1,Third Party,Partial,Aurangabad,Grey,Excellent,Individual,10.38,6.62
CAR14233,Kia,Seltos,2018,41273,Electric,Manual,1995,Second,0,Third Party,Partial,Hyderabad,White,Good,Individual,11.81,5.46
CAR14234,Kia,Carens,2012,158054,CNG,Manual,1199,First,0,Third Party,Missing,Ahmedabad,White,Good,Dealer,11.76,2.17
CAR14235,Mahindra,Scorpio,2020,27756,Diesel,Manual,1199,First,1,Comprehensive,Complete,Kolkata,Black,Fair,Individual,8.99,4.28
CAR14236,Mahindra,XUV500,2024,30812,Petrol,Manual,1497,Second,0,Comprehensive,Complete,Chennai,Brown,Good,Individual,9.27,6.7
CAR14237,Hyundai,Venue,2018,45588,Petrol,MANUAL,998,Second,0,Third Party,Partial,Jaipur,Brown,Excellent,Individual,11.52,4.62
CAR14238,Volkswagen,NA,2017,53104,CNG,CVT,799,Second,0,Comprehensive,Partial,Bengaluru,Silver,Fair,Individual,11.43,3.53
CAR14239,Mahindra,XUV700,2024,91380,Diesel,CVT,1497,First,0,Comprehensive,Complete,Jaipur,Black,Good,Dealer,10.12,6.76
CAR14240,Honda,City,2013,70474,CNG,NA,1597,Third,1,Comprehensive,NA,Bengaluru,Grey,Fair,Individual,10.15,1.48
CAR14241,Nissan,Sunny,2014,43744,Petrol,AMT,2393,Third,1,Comprehensive,Partial,Mumbai,Red,Good,Individual,8.59,2.16
CAR14242,Tata,Nexon,2012,51111,NA,MANUAL,2179,First,0,Third Party,Complete,Kolkata,White,Fair,Individual,11.48,2.47
CAR14243,Skoda,Kushaq,2021,46147,Petrol,NA,NA,Fourth,1,Comprehensive,Complete,Ahmedabad,Brown,Good,Dealer,10.09,4.67
CAR14244,Hyundai,Santro,2024,33257,Petrol,CVT,1995,First,0,Expired,Complete,Jaipur,Brown,Good,Individual,4.99,3.93
CAR14245,Maruti,Baleno,2016,33749,CNG,AMT,1597,First,0,Third Party,Partial,Chennai,White,Fair,Individual,9.02,2.94
CAR14246,Skoda,Rapid,2020,96802,Diesel,Manual,998,NA,1,Third Party,Complete,Chennai,Blue,Excellent,Dealer,9.6,3.99
CAR14247,Skoda,Kushaq,2024,20122,Petrol,Manual,1497,First,1,Expired,Complete,Nashik,Brown,Good,Individual,10.54,7.78
CAR14248,Toyota,Glanza,2017,133871,Diesel,Manual,1597,First,0,Comprehensive,Complete,Nagpur,Brown,Fair,individual,13.18,3.82
CAR14249,Hyundai,Venue,2016,45544,CNG,Manual,NA,First,2,Third Party,Partial,Nagpur,Brown,Good,Dealer,10.68,3.04
CAR14250,Hyundai,Creta,2023,35961,Diesel,Manual,NA,First,1,Comprehensive,Complete,Pune,Blue,Good,Individual,10.62,7.21
CAR14251,Kia,Seltos,2014,82615,Diesel,CVT,1498,First,1,Comprehensive,Complete,Hyderabad,White,Fair,Individual,10.93,2.94
CAR14252,Renault,Duster,2016,124487,Petrol,NA,2393,NA,0,Third Party,Complete,Ahmedabad,Blue,Good,Individual,9.59,3.03
CAR14253,Volkswagen,Taigun,2019,101700,CNG,NA,1498,First,0,Comprehensive,Missing,Pune,White,Good,Dealer,11.59,4.23
CAR14254,Renault,Kiger,2023,72482,Petrol,Automatic,2755,First,NA,Third Party,Partial,Kolkata,Red,Good,Individual,10.87,7.64
CAR14255,Honda,Amaze,2013,99993,CNG,AMT,1199,First,0,Comprehensive,Complete,Delhi,Blue,Excellent,Individual,10.68,2.52
CAR14256,Maruti,NA,2016,NA,CNG,Manual,799 cc,Second,0,Expired,Complete,Aurangabad,Black,Good,Dealer,7.85,2.9
CAR14257,Skoda,Rapid,2017,41277,CNG,Automatic,1497,Second,0,NA,Partial,Bengaluru,White,Good,Individual,10.93,4.84
CAR14258,Kia,Sonet,2021,33321,Electric,Manual,799,Second,0,Comprehensive,Complete,Hyderabad,Grey,Fair,Individual,11.33,5.46
CAR14259,Maruti,Dzire,2019,107865,Diesel,Manual,2755,First,0,Comprehensive,NA,Aurangabad,Grey,NA,Individual,10.47 L,4.98
CAR14260,Skoda,Slavia,2019,44541,Petrol,Manual,2755,First,0, Third Party ,Complete,Jaipur,Black,Good,Dealer,12.03,5.05
CAR14261,Honda,Jazz,2016,87558,Petrol,CVT,1995,Second,0,NA,Complete,Nashik,Black,Good,Individual,11.79,2.82
CAR14262,Renault,Duster,2020,73851,Petrol,Manual,998,First,1,Comprehensive,Partial,Nashik,Blue,Fair,Dealer,9.14,4.18
CAR14263,Hyundai,Santro,2015,34228,Petrol,Manual,2179,NA,1,Comprehensive,Complete,Jaipur,Black,Good,Individual,5.26,1.47
CAR14264,Mahindra,XUV700,2023,39k,Petrol,Manual,2179,NA,0,Expired,NA,Kolkata,Brown,Good,Individual,10.37,7.54
CAR14265,Mahindra,Scorpio,2020,112048,Diesel,Automatic,1197,First,0,Expired,Complete, Hyderabad ,Black,Excellent,Individual,9.85,5.33
CAR14266,Nissan,Kicks,2022,35902,Petrol,Automatic,1498,NA,0,Comprehensive,Complete,Nashik,Red,Poor,Individual,8.92,4.38
CAR14267,Ford,Endeavour,2018,58909,Petrol,Manual,2179,First,1,Comprehensive,Partial,Ahmedabad,Blue,Fair,Dealer,9.37,3.12
CAR14268,Toyota,Fortuner,2017,35763,CNG,Manual,1597,First,0,Comprehensive,NA,Jaipur,Brown,Excellent,Individual,12.98,5.26
CAR14269,Volkswagen,POLO,2015,46277,Diesel,AMT,1199,First,0,Comprehensive,Complete,Mumbai,White,Excellent,Dealer,11.34,3.81
CAR14270,Honda,WR-V,2013,53621,Electric,Automatic,1197,Third,0,Third Party,Complete,Aurangabad,Brown,Good,Dealer,11.24,3.71
CAR14271,Toyota,Innova,2019,35757,Petrol,CVT,998,Third,0,Comprehensive,Complete,Mumbai,Red,Excellent,Dealer,14.06,5.89
CAR14272,Nissan,Magnite,2017,32430,Diesel,Automatic,2393,Second,0,Comprehensive,Partial,Mumbai,Brown,Good,Individual,9.81,3.99
CAR14273,Nissan,NA,2023,64378,Petrol,AMT,2393,NA,0,NA,Complete,Pune,Brown,Good,Individual,8.43,5.63
CAR14274,Volkswagen,Taigun,2014,34561,Diesel,Manual,799,Second,1,Comprehensive,Complete,Hyderabad,Brown,Fair,Individual,11.42,2.65
CAR14275,Skoda,Rapid,2018,35214,Diesel,Automatic,2755,First,1,Comprehensive,Complete,Kolkata,NA,Good,Individual,11.68,4.65
CAR14276,Toyota,NA,2021,32813,Petrol,AMT,2393,Second,0,Third Party,Partial,Hyderabad,Red,Good,Individual,14.05,7.82
CAR14277,Renault,Kwid,2018,52693,Petrol,Manual,2755,First,0,Comprehensive,Complete,Hyderabad,White,Excellent, Individual ,5.89,1.92
CAR14278,Volkswagen,NA,2017,92422,Diesel, Manual ,799,Second,1,Comprehensive,Partial,Pune,Red,Excellent,Individual,11.66,4.07
CAR14279,Nissan,Sunny,2013,125954,CNG,NA,1199,First,0,Third Party,Partial,Nagpur,Black,Excellent,Dealer,7.45,1.85
CAR14280,Renault,Triber,2019,36895,Diesel,Automatic,1199,Second,0,Comprehensive,Complete,Ahmedabad,Silver,Good,Individual,8.38,4.03
CAR14281,Hyundai,i20,2012,179469,Petrol,Automatic,2179,Second,0,Third Party,NA,Nagpur,Grey,Excellent,Individual,10.58,2.26
CAR14282,Kia,Sonet,2024,31650,Petrol,Manual,NA,First,0,Comprehensive,Partial,Nashik,Black,Good,Dealer,11.47,8.67
CAR14283,Renault,Kwid,2012,99811,Petrol,Manual,799,Third,1,Comprehensive,Partial,Pune,Blue,Fair,Dealer,3.78,1.0
CAR14284,Skoda,Slavia,2017,36980,Electric,Manual,2755,Third,1,Third Party,Complete,Mumbai,Black,Excellent,Individual,11.43,4.55
CAR14285,Mahindra,Scorpio,2016,34066,CNG,DCT,1199,Third,0,Comprehensive,Partial,Delhi,White,Good,Individual,8.68,2.54
CAR14286,Toyota,Innova,2020,36514,Petrol,DCT,1197,Second,NA,Comprehensive,Partial,Hyderabad,Blue,Good,Dealer,13.71,6.26
CAR14287,Skoda,Kushaq,2024,53436,Petrol,Manual,2179,Second,NA,Comprehensive,Complete,Ahmedabad,Silver,Good,Individual,NA,8.12
CAR14288,Ford,EcoSport,2023,75665,Diesel,Manual,1497,First,0,Comprehensive,Complete,Chennai,White,NA,Dealer,9.79,6.65
CAR14289,Tata,Safari,2018,79500,Petrol,Manual,NA,First,0,Third Party,Complete,Kolkata,Black,Good,Individual,10.86,4.36
CAR14290,Nissan,Magnite,2013,32725,Electric,Manual,2393,First,0,Comprehensive,Complete,Nashik,Blue,Good,Individual,9.84,2.9
CAR14291,Volkswagen,Taigun,2024,31913,Diesel,Manual,1498,First,0,Expired,Complete,Jaipur,Red,Good,Dealer,10.82,8.8
CAR14292,Honda,City,2023,33220,Petrol,Manual,2755,First,0,Comprehensive,Partial,Jaipur,Blue,Fair,Individual,12.37,8.15
CAR14293,Ford,EcoSport,2018,51732,Petrol,AMT,2179,Second,0,comprehensive,Complete,Mumbai,Grey,Excellent,Dealer,10.15,3.97
CAR14294,Mahindra,XUV500,2014,48996,CNG,AMT,799,First,0,Comprehensive,Partial,Aurangabad,Blue,Fair,Individual,8.66,2.07
CAR14295,Renault,Duster,2012,32613,Petrol,Manual,1199,First,0,Comprehensive,NA,Aurangabad,Grey,Good,Dealer,9.02,2.08
CAR14296,Kia,Sonet,2022,NA,Diesel,Automatic,1199,Second,0,Expired,Partial,Pune,Black,Fair,Individual,11.42,6.47
CAR14297,Skoda,Slavia,2019,190899,Petrol,Automatic,2393,First,1,Third Party,Complete,Aurangabad,Brown,Good,Dealer,12.94,3.92
CAR14298,Hyundai,i20,2025,41668,Petrol,Manual,2393,First,NA,Third Party,Complete,Aurangabad,White,Fair,Individual,10.61,8.21
CAR14299,Tata,Tiago,2023,43332,Diesel,AMT,1498,First,1,Comprehensive,Complete,Chennai,Silver,Good,Individual,10.63,7.26
CAR14300,Maruti,Dzire,2014,74824,Petrol,Manual,2393,First,1,Comprehensive,Complete,Nashik,Silver,Excellent,Individual,11.27,2.45
CAR14301,Ford,Aspire,2022,40446,Petrol,Manual,799,Third,0,NA,Complete,Kolkata,Black,Good,Dealer,9.34,4.74
CAR14302,Kia,Carens,2019,79460,Petrol,Manual,2393,Second,1,Comprehensive,NA,Mumbai,Silver,Good,Individual,12.54,4.85
CAR14303,Maruti,Baleno,2018,37045,Diesel,DCT,1497,First,1,NA,Partial,Delhi,Blue,Fair,Individual,8.62,2.97
CAR14304,Tata,Punch,2023,150655,Diesel,Automatic,1197,First,0,Comprehensive,NA,Aurangabad,White,Good,Individual,10.17,6.75
CAR14305,Honda,City,2013,66483,Petrol,Manual,799,First,1,COMPREHENSIVE,Complete,Chennai,Brown,Good,Individual,10.97,2.46
CAR14306,Honda,NA,2024,39107,Diesel,AMT,1498,Second,0,Third Party,Complete,Nagpur,Silver,Fair,Dealer,10.68,6.95
CAR14307,Toyota,Urban Cruiser,2025,39787,Petrol,Manual,1197,Third,0,Comprehensive,Complete,Nashik,White,Fair,Individual,13.95,9.86
CAR14308,Tata,Safari,2025,41460,Petrol,DCT,1199,First,0,Third Party,Partial,Pune,Black,Fair,Individual,11.23,9.06
CAR14309,Tata,Nexon,2012,117020,Diesel,Automatic,2179,Second,0,Comprehensive,NA,Bengaluru,Blue,Fair,Individual,12.4,2.62
CAR14310,Maruti,Ciaz,2018,27371,Diesel,Automatic,998,First,NA,Comprehensive,Complete,Nagpur,Silver,Fair,Individual,10.2,3.83
CAR14311,Kia,Carens,2024,38090,Petrol,AMT,799,Second,2,Third Party,NA,Bengaluru,White,Good,Individual,10.95,7.59
CAR14312,Skoda,Slavia,2012,40383,Petrol,NA,2393,First,0,NA,Partial,Pune,Red,Excellent,Individual,11.4,3.36
CAR14313,Volkswagen,NA,2017,54527,Petrol,CVT,NA,First,0,Third Party,Complete,Delhi,NA,Poor,Individual,11.24,3.09
CAR14314,Maruti,Brezza,2024,NA,CNG,AMT,799,First,0,Comprehensive,Complete,Chennai,Blue,Fair,Individual,8.11,5.33
CAR14315,Hyundai,Santro,2022,24219,Petrol,Manual,799,First,1,Comprehensive,Partial,Jaipur,Grey,Good,Dealer,5.15,3.02
CAR14316,Honda,Amaze,2021,44142,Petrol,Manual,1597,Second,0,Expired,Complete,Hyderabad,Silver,Good,Dealer,10.84,5.79
CAR14317,Honda,Wr-V,2022,52069,Petrol,Manual,998,Third,0,Third Party,Complete,pune,NA,Good,Dealer,9.69,5.35
CAR14318,Toyota,Innova,2021,38934,Petrol,Manual,1199,First,0,Comprehensive,Complete,Pune,Red,Good,Individual,13.81,8.13
CAR14319,Skoda,Kushaq,2019,80243,CNG, Manual ,1199,First,0,Comprehensive,Complete,Mumbai,Silver,Good,Individual,9.76,3.92
CAR14320,Hyundai,Santro,2018,91195,Petrol,Manual,998,First,1,Comprehensive,NA,Bengaluru,Blue,Excellent,Individual,4.8,1.84
CAR14321,Honda,City,2015,52679,Diesel,Manual,1498,First,NA,Third Party,Complete,Aurangabad,Silver,Poor,Individual,12.01,3.2
CAR14322,Maruti,Dzire,2012,62435,Petrol,AMT,2393,Second,2,Third Party,Complete,Kolkata,Black,Fair,Individual,10.04,1.72
CAR14323,Hyundai,i20,2012,16755,Petrol,CVT,998,First,0,NA,Complete,Pune,Black,Fair,Individual,NA,2.15
CAR14324,Maruti,Swift,2015,43629,Petrol,Manual,1995,Second,0,Third Party,Partial,Nagpur,White,Excellent,Individual,NA,3.56
CAR14325,Volkswagen,Vento,2016,95582,Petrol,Manual,NA,Second,0,Expired,Partial,Chennai,Grey,NA,Individual,11.74,3.63
CAR14326,Volkswagen,Polo,2023,43573,Petrol,Manual,799,First,0,Third Party,NA,Hyderabad,Silver,Good,Dealer,11.92,8.53
CAR14327,Honda,Amaze,2018,36665,Diesel,CVT,1597,NA,NA,Comprehensive,NA,Hyderabad,Black,Fair,Dealer,11.21,3.84
CAR14328,Honda,Jazz,2025,192493,Diesel,Manual,1498,Third,0,Comprehensive,Complete,Pune,White,Excellent,Dealer,12.05,7.73
CAR14329,Kia,NA,2015,149579,Petrol,DCT,1498,First,0,Third Party,Complete,Nashik,Brown,Good,Individual,10.79,2.73
CAR14330,Volkswagen,Polo,2021,71129,PETROL,CVT,2755,Second,0,Comprehensive,Partial,Chennai,Red,Good,Individual,12.42,7.29
CAR14331,Skoda,Slavia,2025,102897,Petrol,CVT,1197,Second,1,Third Party,Partial,Ahmedabad,Blue,Excellent,Dealer,9.39,6.03
CAR14332,Skoda,Kushaq,2023,16168,Diesel,Manual,2393,Second,0,Comprehensive,Complete,Hyderabad,NA,Excellent,Dealer,11.77,9.58
CAR14333,Ford,Aspire,2012,35665,CNG,Manual,1597,First,NA,Comprehensive,Complete,Ahmedabad,Red,Fair,Individual,10.51,1.76
CAR14334,Ford,Endeavour,2022,42472,Electric,NA,1498,Second,1,Comprehensive,NA,Nashik,Brown,Good,Dealer,9.46,6.59
CAR14335,Toyota,Fortuner,2021,48305,Diesel,Manual,NA,First,1,Comprehensive,Complete,Delhi,White,Good,Individual,14.02,7.65
CAR14336,Volkswagen,Polo,2018,42008,Petrol,Automatic,2393,First,0,Comprehensive,NA,Hyderabad,Red,Excellent,Individual,12.11,6.08
CAR14337,Maruti,Brezza,2013,13528,Diesel,Manual,2179,Second,0,Comprehensive,NA,Hyderabad,Silver,Excellent,Dealer,NA,2.57
CAR14338,Maruti,WagonR,2024,68009,Petrol,Manual,1197,Third,0,Comprehensive,Complete,Delhi,Red,Good,Individual,3.42,2.24
CAR14339,Mahindra,XUV700,2022,74168,Diesel,CVT,1197,Second,0,NA,NA,Bengaluru,NA,Good,Dealer,10.9,6.51
CAR14340,Hyundai,Santro,2013,132738,Petrol,Automatic,1199,Third,0,Third Party,Partial,Pune,Brown,Good,Individual,5.89,1.2
CAR14341,Renault,Duster,2019,35650,Petrol,AMT,1197,First,0,Comprehensive,Complete,Hyderabad,Black,Good,Individual,8.21,3.67
